,date,state_id,dept_id,value
6732,2013-07-26,CA,HOBBIES_1,1433
6733,2013-07-27,CA,HOBBIES_1,1739
6734,2013-07-28,CA,HOBBIES_1,1551
6735,2013-07-29,CA,HOBBIES_1,1480
6736,2013-07-30,CA,HOBBIES_1,1448
6737,2013-07-31,CA,HOBBIES_1,1586
6738,2013-08-01,CA,HOBBIES_1,1650
6739,2013-08-02,CA,HOBBIES_1,1872
6740,2013-08-03,CA,HOBBIES_1,1990
6741,2013-08-04,CA,HOBBIES_1,1659
6742,2013-08-05,CA,HOBBIES_1,1576
6743,2013-08-06,CA,HOBBIES_1,1567
6744,2013-08-07,CA,HOBBIES_1,1254
6745,2013-08-08,CA,HOBBIES_1,1331
6746,2013-08-09,CA,HOBBIES_1,1386
6747,2013-08-10,CA,HOBBIES_1,1634
6748,2013-08-11,CA,HOBBIES_1,1641
6749,2013-08-12,CA,HOBBIES_1,1520
6750,2013-08-13,CA,HOBBIES_1,1306
6751,2013-08-14,CA,HOBBIES_1,1568
6752,2013-08-15,CA,HOBBIES_1,1355
6753,2013-08-16,CA,HOBBIES_1,1574
6754,2013-08-17,CA,HOBBIES_1,1773
6755,2013-08-18,CA,HOBBIES_1,1697
6756,2013-08-19,CA,HOBBIES_1,1377
6757,2013-08-20,CA,HOBBIES_1,1454
6758,2013-08-21,CA,HOBBIES_1,1562
6759,2013-08-22,CA,HOBBIES_1,1353
6760,2013-08-23,CA,HOBBIES_1,1606
6761,2013-08-24,CA,HOBBIES_1,1755
6762,2013-08-25,CA,HOBBIES_1,1931
6763,2013-08-26,CA,HOBBIES_1,1283
6764,2013-08-27,CA,HOBBIES_1,1380
6765,2013-08-28,CA,HOBBIES_1,1504
6766,2013-08-29,CA,HOBBIES_1,1379
6767,2013-08-30,CA,HOBBIES_1,1720
6768,2013-08-31,CA,HOBBIES_1,1981
6769,2013-09-01,CA,HOBBIES_1,1266
6770,2013-09-02,CA,HOBBIES_1,1174
6771,2013-09-03,CA,HOBBIES_1,927
6772,2013-09-04,CA,HOBBIES_1,888
6773,2013-09-05,CA,HOBBIES_1,916
6774,2013-09-06,CA,HOBBIES_1,1053
6775,2013-09-07,CA,HOBBIES_1,1166
6776,2013-09-08,CA,HOBBIES_1,1907
6777,2013-09-09,CA,HOBBIES_1,1609
6778,2013-09-10,CA,HOBBIES_1,1431
6779,2013-09-11,CA,HOBBIES_1,1313
6780,2013-09-12,CA,HOBBIES_1,1381
6781,2013-09-13,CA,HOBBIES_1,1630
6782,2013-09-14,CA,HOBBIES_1,1782
6783,2013-09-15,CA,HOBBIES_1,1906
6784,2013-09-16,CA,HOBBIES_1,1500
6785,2013-09-17,CA,HOBBIES_1,1463
6786,2013-09-18,CA,HOBBIES_1,1291
6787,2013-09-19,CA,HOBBIES_1,1385
6788,2013-09-20,CA,HOBBIES_1,1747
6789,2013-09-21,CA,HOBBIES_1,2139
6790,2013-09-22,CA,HOBBIES_1,1889
6791,2013-09-23,CA,HOBBIES_1,1576
6792,2013-09-24,CA,HOBBIES_1,1627
6793,2013-09-25,CA,HOBBIES_1,1414
6794,2013-09-26,CA,HOBBIES_1,1404
6795,2013-09-27,CA,HOBBIES_1,1670
6796,2013-09-28,CA,HOBBIES_1,2192
6797,2013-09-29,CA,HOBBIES_1,1905
6798,2013-09-30,CA,HOBBIES_1,1614
6799,2013-10-01,CA,HOBBIES_1,1772
6800,2013-10-02,CA,HOBBIES_1,1656
6801,2013-10-03,CA,HOBBIES_1,1833
6802,2013-10-04,CA,HOBBIES_1,1812
6803,2013-10-05,CA,HOBBIES_1,2087
6804,2013-10-06,CA,HOBBIES_1,1878
6805,2013-10-07,CA,HOBBIES_1,1541
6806,2013-10-08,CA,HOBBIES_1,1603
6807,2013-10-09,CA,HOBBIES_1,1410
6808,2013-10-10,CA,HOBBIES_1,1656
6809,2013-10-11,CA,HOBBIES_1,1570
6810,2013-10-12,CA,HOBBIES_1,2047
6811,2013-10-13,CA,HOBBIES_1,1930
6812,2013-10-14,CA,HOBBIES_1,1650
6813,2013-10-15,CA,HOBBIES_1,1311
6814,2013-10-16,CA,HOBBIES_1,1420
6815,2013-10-17,CA,HOBBIES_1,1402
6816,2013-10-18,CA,HOBBIES_1,1789
6817,2013-10-19,CA,HOBBIES_1,1817
6818,2013-10-20,CA,HOBBIES_1,2155
6819,2013-10-21,CA,HOBBIES_1,1310
6820,2013-10-22,CA,HOBBIES_1,1622
6821,2013-10-23,CA,HOBBIES_1,1554
6822,2013-10-24,CA,HOBBIES_1,1379
6823,2013-10-25,CA,HOBBIES_1,1568
6824,2013-10-26,CA,HOBBIES_1,2088
6825,2013-10-27,CA,HOBBIES_1,2061
6826,2013-10-28,CA,HOBBIES_1,1514
6827,2013-10-29,CA,HOBBIES_1,1521
6828,2013-10-30,CA,HOBBIES_1,1689
6829,2013-10-31,CA,HOBBIES_1,1242
6830,2013-11-01,CA,HOBBIES_1,1856
6831,2013-11-02,CA,HOBBIES_1,2136
6832,2013-11-03,CA,HOBBIES_1,2070
6833,2013-11-04,CA,HOBBIES_1,1445
6834,2013-11-05,CA,HOBBIES_1,1679
6835,2013-11-06,CA,HOBBIES_1,1512
6836,2013-11-07,CA,HOBBIES_1,1489
6837,2013-11-08,CA,HOBBIES_1,1544
6838,2013-11-09,CA,HOBBIES_1,2060
6839,2013-11-10,CA,HOBBIES_1,2123
6840,2013-11-11,CA,HOBBIES_1,1671
6841,2013-11-12,CA,HOBBIES_1,1380
6842,2013-11-13,CA,HOBBIES_1,1487
6843,2013-11-14,CA,HOBBIES_1,1659
6844,2013-11-15,CA,HOBBIES_1,1980
6845,2013-11-16,CA,HOBBIES_1,2030
6846,2013-11-17,CA,HOBBIES_1,2072
6847,2013-11-18,CA,HOBBIES_1,1737
6848,2013-11-19,CA,HOBBIES_1,1483
6849,2013-11-20,CA,HOBBIES_1,1475
6850,2013-11-21,CA,HOBBIES_1,1346
6851,2013-11-22,CA,HOBBIES_1,1731
6852,2013-11-23,CA,HOBBIES_1,2099
6853,2013-11-24,CA,HOBBIES_1,2138
6854,2013-11-25,CA,HOBBIES_1,1682
6855,2013-11-26,CA,HOBBIES_1,1616
6856,2013-11-27,CA,HOBBIES_1,1679
6857,2013-11-28,CA,HOBBIES_1,645
6858,2013-11-29,CA,HOBBIES_1,1157
6859,2013-11-30,CA,HOBBIES_1,1594
6860,2013-12-01,CA,HOBBIES_1,1808
6861,2013-12-02,CA,HOBBIES_1,2001
6862,2013-12-03,CA,HOBBIES_1,2044
6863,2013-12-04,CA,HOBBIES_1,1576
6864,2013-12-05,CA,HOBBIES_1,1743
6865,2013-12-06,CA,HOBBIES_1,1752
6866,2013-12-07,CA,HOBBIES_1,1978
6867,2013-12-08,CA,HOBBIES_1,1876
6868,2013-12-09,CA,HOBBIES_1,1700
6869,2013-12-10,CA,HOBBIES_1,1709
6870,2013-12-11,CA,HOBBIES_1,1400
6871,2013-12-12,CA,HOBBIES_1,1565
6872,2013-12-13,CA,HOBBIES_1,1732
6873,2013-12-14,CA,HOBBIES_1,1995
6874,2013-12-15,CA,HOBBIES_1,1607
6875,2013-12-16,CA,HOBBIES_1,1684
6876,2013-12-17,CA,HOBBIES_1,1630
6877,2013-12-18,CA,HOBBIES_1,1955
6878,2013-12-19,CA,HOBBIES_1,1614
6879,2013-12-20,CA,HOBBIES_1,1801
6880,2013-12-21,CA,HOBBIES_1,2001
6881,2013-12-22,CA,HOBBIES_1,1977
6882,2013-12-23,CA,HOBBIES_1,1718
6883,2013-12-24,CA,HOBBIES_1,1245
6884,2013-12-25,CA,HOBBIES_1,0
6885,2013-12-26,CA,HOBBIES_1,1663
6886,2013-12-27,CA,HOBBIES_1,1952
6887,2013-12-28,CA,HOBBIES_1,1658
6888,2013-12-29,CA,HOBBIES_1,1411
6889,2013-12-30,CA,HOBBIES_1,1780
6890,2013-12-31,CA,HOBBIES_1,1400
6891,2014-01-01,CA,HOBBIES_1,1138
6892,2014-01-02,CA,HOBBIES_1,1817
6893,2014-01-03,CA,HOBBIES_1,1783
6894,2014-01-04,CA,HOBBIES_1,1784
6895,2014-01-05,CA,HOBBIES_1,1846
6896,2014-01-06,CA,HOBBIES_1,1724
6897,2014-01-07,CA,HOBBIES_1,1544
6898,2014-01-08,CA,HOBBIES_1,1536
6899,2014-01-09,CA,HOBBIES_1,1589
6900,2014-01-10,CA,HOBBIES_1,1565
6901,2014-01-11,CA,HOBBIES_1,1816
6902,2014-01-12,CA,HOBBIES_1,1694
6903,2014-01-13,CA,HOBBIES_1,1808
6904,2014-01-14,CA,HOBBIES_1,1434
6905,2014-01-15,CA,HOBBIES_1,1558
6906,2014-01-16,CA,HOBBIES_1,1351
6907,2014-01-17,CA,HOBBIES_1,1920
6908,2014-01-18,CA,HOBBIES_1,2080
6909,2014-01-19,CA,HOBBIES_1,1691
6910,2014-01-20,CA,HOBBIES_1,1552
6911,2014-01-21,CA,HOBBIES_1,1433
6912,2014-01-22,CA,HOBBIES_1,1686
6913,2014-01-23,CA,HOBBIES_1,1342
6914,2014-01-24,CA,HOBBIES_1,1484
6915,2014-01-25,CA,HOBBIES_1,1690
6916,2014-01-26,CA,HOBBIES_1,1831
6917,2014-01-27,CA,HOBBIES_1,1484
6918,2014-01-28,CA,HOBBIES_1,1242
6919,2014-01-29,CA,HOBBIES_1,1143
6920,2014-01-30,CA,HOBBIES_1,1370
6921,2014-01-31,CA,HOBBIES_1,2153
6922,2014-02-01,CA,HOBBIES_1,2035
6923,2014-02-02,CA,HOBBIES_1,1568
6924,2014-02-03,CA,HOBBIES_1,1706
6925,2014-02-04,CA,HOBBIES_1,1496
6926,2014-02-05,CA,HOBBIES_1,1423
6927,2014-02-06,CA,HOBBIES_1,1667
6928,2014-02-07,CA,HOBBIES_1,1635
6929,2014-02-08,CA,HOBBIES_1,2194
6930,2014-02-09,CA,HOBBIES_1,1504
6931,2014-02-10,CA,HOBBIES_1,1478
6932,2014-02-11,CA,HOBBIES_1,1350
6933,2014-02-12,CA,HOBBIES_1,1385
6934,2014-02-13,CA,HOBBIES_1,1423
6935,2014-02-14,CA,HOBBIES_1,1407
6936,2014-02-15,CA,HOBBIES_1,1912
6937,2014-02-16,CA,HOBBIES_1,1490
6938,2014-02-17,CA,HOBBIES_1,1664
6939,2014-02-18,CA,HOBBIES_1,1362
6940,2014-02-19,CA,HOBBIES_1,1193
6941,2014-02-20,CA,HOBBIES_1,1473
6942,2014-02-21,CA,HOBBIES_1,1527
6943,2014-02-22,CA,HOBBIES_1,1861
6944,2014-02-23,CA,HOBBIES_1,1548
6945,2014-02-24,CA,HOBBIES_1,1562
6946,2014-02-25,CA,HOBBIES_1,1486
6947,2014-02-26,CA,HOBBIES_1,1317
6948,2014-02-27,CA,HOBBIES_1,1367
6949,2014-02-28,CA,HOBBIES_1,1385
6950,2014-03-01,CA,HOBBIES_1,2246
6951,2014-03-02,CA,HOBBIES_1,1919
6952,2014-03-03,CA,HOBBIES_1,1716
6953,2014-03-04,CA,HOBBIES_1,1318
6954,2014-03-05,CA,HOBBIES_1,1162
6955,2014-03-06,CA,HOBBIES_1,1541
6956,2014-03-07,CA,HOBBIES_1,1505
6957,2014-03-08,CA,HOBBIES_1,1772
6958,2014-03-09,CA,HOBBIES_1,1808
6959,2014-03-10,CA,HOBBIES_1,1450
6960,2014-03-11,CA,HOBBIES_1,1221
6961,2014-03-12,CA,HOBBIES_1,1453
6962,2014-03-13,CA,HOBBIES_1,1309
6963,2014-03-14,CA,HOBBIES_1,1670
6964,2014-03-15,CA,HOBBIES_1,1704
6965,2014-03-16,CA,HOBBIES_1,1780
6966,2014-03-17,CA,HOBBIES_1,1531
6967,2014-03-18,CA,HOBBIES_1,1288
6968,2014-03-19,CA,HOBBIES_1,1160
6969,2014-03-20,CA,HOBBIES_1,1222
6970,2014-03-21,CA,HOBBIES_1,1425
6971,2014-03-22,CA,HOBBIES_1,1857
6972,2014-03-23,CA,HOBBIES_1,1742
6973,2014-03-24,CA,HOBBIES_1,1429
6974,2014-03-25,CA,HOBBIES_1,1198
6975,2014-03-26,CA,HOBBIES_1,1417
6976,2014-03-27,CA,HOBBIES_1,1410
6977,2014-03-28,CA,HOBBIES_1,1468
6978,2014-03-29,CA,HOBBIES_1,1649
6979,2014-03-30,CA,HOBBIES_1,1779
6980,2014-03-31,CA,HOBBIES_1,1394
6981,2014-04-01,CA,HOBBIES_1,1479
6982,2014-04-02,CA,HOBBIES_1,1342
6983,2014-04-03,CA,HOBBIES_1,1494
6984,2014-04-04,CA,HOBBIES_1,1519
6985,2014-04-05,CA,HOBBIES_1,1980
6986,2014-04-06,CA,HOBBIES_1,1673
6987,2014-04-07,CA,HOBBIES_1,1542
6988,2014-04-08,CA,HOBBIES_1,1381
6989,2014-04-09,CA,HOBBIES_1,1423
6990,2014-04-10,CA,HOBBIES_1,1308
6991,2014-04-11,CA,HOBBIES_1,1656
6992,2014-04-12,CA,HOBBIES_1,1776
6993,2014-04-13,CA,HOBBIES_1,1662
6994,2014-04-14,CA,HOBBIES_1,1267
6995,2014-04-15,CA,HOBBIES_1,1216
6996,2014-04-16,CA,HOBBIES_1,1353
6997,2014-04-17,CA,HOBBIES_1,1367
6998,2014-04-18,CA,HOBBIES_1,1575
6999,2014-04-19,CA,HOBBIES_1,2035
7000,2014-04-20,CA,HOBBIES_1,1544
7001,2014-04-21,CA,HOBBIES_1,1497
7002,2014-04-22,CA,HOBBIES_1,1558
7003,2014-04-23,CA,HOBBIES_1,1392
7004,2014-04-24,CA,HOBBIES_1,1460
7005,2014-04-25,CA,HOBBIES_1,1464
7006,2014-04-26,CA,HOBBIES_1,1909
7007,2014-04-27,CA,HOBBIES_1,1575
7008,2014-04-28,CA,HOBBIES_1,1311
7009,2014-04-29,CA,HOBBIES_1,1228
7010,2014-04-30,CA,HOBBIES_1,1313
7011,2014-05-01,CA,HOBBIES_1,1395
7012,2014-05-02,CA,HOBBIES_1,1777
7013,2014-05-03,CA,HOBBIES_1,2106
7014,2014-05-04,CA,HOBBIES_1,1635
7015,2014-05-05,CA,HOBBIES_1,1421
7016,2014-05-06,CA,HOBBIES_1,1351
7017,2014-05-07,CA,HOBBIES_1,1469
7018,2014-05-08,CA,HOBBIES_1,1515
7019,2014-05-09,CA,HOBBIES_1,1632
7020,2014-05-10,CA,HOBBIES_1,1677
7021,2014-05-11,CA,HOBBIES_1,1592
7022,2014-05-12,CA,HOBBIES_1,1388
7023,2014-05-13,CA,HOBBIES_1,1449
7024,2014-05-14,CA,HOBBIES_1,1256
7025,2014-05-15,CA,HOBBIES_1,1359
7026,2014-05-16,CA,HOBBIES_1,1527
7027,2014-05-17,CA,HOBBIES_1,1764
7028,2014-05-18,CA,HOBBIES_1,1845
7029,2014-05-19,CA,HOBBIES_1,1490
7030,2014-05-20,CA,HOBBIES_1,1382
7031,2014-05-21,CA,HOBBIES_1,1292
7032,2014-05-22,CA,HOBBIES_1,1502
7033,2014-05-23,CA,HOBBIES_1,1572
7034,2014-05-24,CA,HOBBIES_1,1741
7035,2014-05-25,CA,HOBBIES_1,1486
7036,2014-05-26,CA,HOBBIES_1,1320
7037,2014-05-27,CA,HOBBIES_1,1553
7038,2014-05-28,CA,HOBBIES_1,1330
7039,2014-05-29,CA,HOBBIES_1,1204
7040,2014-05-30,CA,HOBBIES_1,1511
7041,2014-05-31,CA,HOBBIES_1,1769
7042,2014-06-01,CA,HOBBIES_1,1980
7043,2014-06-02,CA,HOBBIES_1,1597
7044,2014-06-03,CA,HOBBIES_1,1715
7045,2014-06-04,CA,HOBBIES_1,1428
7046,2014-06-05,CA,HOBBIES_1,1515
7047,2014-06-06,CA,HOBBIES_1,1541
7048,2014-06-07,CA,HOBBIES_1,1786
7049,2014-06-08,CA,HOBBIES_1,1716
7050,2014-06-09,CA,HOBBIES_1,1326
7051,2014-06-10,CA,HOBBIES_1,1363
7052,2014-06-11,CA,HOBBIES_1,1475
7053,2014-06-12,CA,HOBBIES_1,1448
7054,2014-06-13,CA,HOBBIES_1,1670
7055,2014-06-14,CA,HOBBIES_1,1917
7056,2014-06-15,CA,HOBBIES_1,1503
7057,2014-06-16,CA,HOBBIES_1,1602
7058,2014-06-17,CA,HOBBIES_1,1534
7059,2014-06-18,CA,HOBBIES_1,1435
7060,2014-06-19,CA,HOBBIES_1,1374
7061,2014-06-20,CA,HOBBIES_1,1664
7062,2014-06-21,CA,HOBBIES_1,1893
7063,2014-06-22,CA,HOBBIES_1,1718
7064,2014-06-23,CA,HOBBIES_1,1430
7065,2014-06-24,CA,HOBBIES_1,1524
7066,2014-06-25,CA,HOBBIES_1,1342
7067,2014-06-26,CA,HOBBIES_1,1428
7068,2014-06-27,CA,HOBBIES_1,1784
7069,2014-06-28,CA,HOBBIES_1,1777
7070,2014-06-29,CA,HOBBIES_1,1577
7071,2014-06-30,CA,HOBBIES_1,1588
7072,2014-07-01,CA,HOBBIES_1,1586
7073,2014-07-02,CA,HOBBIES_1,1600
7074,2014-07-03,CA,HOBBIES_1,1944
7075,2014-07-04,CA,HOBBIES_1,1351
7076,2014-07-05,CA,HOBBIES_1,1642
7077,2014-07-06,CA,HOBBIES_1,1696
7078,2014-07-07,CA,HOBBIES_1,1475
7079,2014-07-08,CA,HOBBIES_1,1561
7080,2014-07-09,CA,HOBBIES_1,1285
7081,2014-07-10,CA,HOBBIES_1,1303
7082,2014-07-11,CA,HOBBIES_1,1467
7083,2014-07-12,CA,HOBBIES_1,1935
7084,2014-07-13,CA,HOBBIES_1,1647
7085,2014-07-14,CA,HOBBIES_1,1440
7086,2014-07-15,CA,HOBBIES_1,1449
7087,2014-07-16,CA,HOBBIES_1,1473
7088,2014-07-17,CA,HOBBIES_1,1427
7089,2014-07-18,CA,HOBBIES_1,1523
7090,2014-07-19,CA,HOBBIES_1,1822
7091,2014-07-20,CA,HOBBIES_1,1602
7092,2014-07-21,CA,HOBBIES_1,1288
7093,2014-07-22,CA,HOBBIES_1,1290
7094,2014-07-23,CA,HOBBIES_1,1342
7095,2014-07-24,CA,HOBBIES_1,1194
7096,2014-07-25,CA,HOBBIES_1,1421
7097,2014-07-26,CA,HOBBIES_1,1471
7098,2014-07-27,CA,HOBBIES_1,1666
7099,2014-07-28,CA,HOBBIES_1,1406
7100,2014-07-29,CA,HOBBIES_1,1194
7101,2014-07-30,CA,HOBBIES_1,1302
7102,2014-07-31,CA,HOBBIES_1,1574
7103,2014-08-01,CA,HOBBIES_1,1809
7104,2014-08-02,CA,HOBBIES_1,1784
7105,2014-08-03,CA,HOBBIES_1,1910
7106,2014-08-04,CA,HOBBIES_1,1532
7107,2014-08-05,CA,HOBBIES_1,1412
7108,2014-08-06,CA,HOBBIES_1,1469
7109,2014-08-07,CA,HOBBIES_1,1481
7110,2014-08-08,CA,HOBBIES_1,1453
7111,2014-08-09,CA,HOBBIES_1,1738
7112,2014-08-10,CA,HOBBIES_1,1835
7113,2014-08-11,CA,HOBBIES_1,1281
7114,2014-08-12,CA,HOBBIES_1,1395
7115,2014-08-13,CA,HOBBIES_1,1300
7116,2014-08-14,CA,HOBBIES_1,1328
7117,2014-08-15,CA,HOBBIES_1,1605
7118,2014-08-16,CA,HOBBIES_1,1608
7119,2014-08-17,CA,HOBBIES_1,1625
7120,2014-08-18,CA,HOBBIES_1,1576
7121,2014-08-19,CA,HOBBIES_1,1372
7122,2014-08-20,CA,HOBBIES_1,1271
7123,2014-08-21,CA,HOBBIES_1,1196
7124,2014-08-22,CA,HOBBIES_1,1313
7125,2014-08-23,CA,HOBBIES_1,1606
7126,2014-08-24,CA,HOBBIES_1,1590
7127,2014-08-25,CA,HOBBIES_1,1357
7128,2014-08-26,CA,HOBBIES_1,1377
7129,2014-08-27,CA,HOBBIES_1,1208
7130,2014-08-28,CA,HOBBIES_1,1412
7131,2014-08-29,CA,HOBBIES_1,1423
7132,2014-08-30,CA,HOBBIES_1,1649
7133,2014-08-31,CA,HOBBIES_1,1568
7134,2014-09-01,CA,HOBBIES_1,1426
7135,2014-09-02,CA,HOBBIES_1,1489
7136,2014-09-03,CA,HOBBIES_1,1408
7137,2014-09-04,CA,HOBBIES_1,1309
7138,2014-09-05,CA,HOBBIES_1,1596
7139,2014-09-06,CA,HOBBIES_1,1517
7140,2014-09-07,CA,HOBBIES_1,1568
7141,2014-09-08,CA,HOBBIES_1,1184
7142,2014-09-09,CA,HOBBIES_1,1433
7143,2014-09-10,CA,HOBBIES_1,1212
7144,2014-09-11,CA,HOBBIES_1,1250
7145,2014-09-12,CA,HOBBIES_1,1513
7146,2014-09-13,CA,HOBBIES_1,1726
7147,2014-09-14,CA,HOBBIES_1,1596
7148,2014-09-15,CA,HOBBIES_1,1249
7149,2014-09-16,CA,HOBBIES_1,1219
7150,2014-09-17,CA,HOBBIES_1,1374
7151,2014-09-18,CA,HOBBIES_1,1139
7152,2014-09-19,CA,HOBBIES_1,1324
7153,2014-09-20,CA,HOBBIES_1,1754
7154,2014-09-21,CA,HOBBIES_1,1654
7155,2014-09-22,CA,HOBBIES_1,1068
7156,2014-09-23,CA,HOBBIES_1,1270
7157,2014-09-24,CA,HOBBIES_1,1143
7158,2014-09-25,CA,HOBBIES_1,1425
7159,2014-09-26,CA,HOBBIES_1,1292
7160,2014-09-27,CA,HOBBIES_1,1549
7161,2014-09-28,CA,HOBBIES_1,1546
7162,2014-09-29,CA,HOBBIES_1,1331
7163,2014-09-30,CA,HOBBIES_1,1238
7164,2014-10-01,CA,HOBBIES_1,1467
7165,2014-10-02,CA,HOBBIES_1,1389
7166,2014-10-03,CA,HOBBIES_1,1417
7167,2014-10-04,CA,HOBBIES_1,1834
7168,2014-10-05,CA,HOBBIES_1,1555
7169,2014-10-06,CA,HOBBIES_1,1553
7170,2014-10-07,CA,HOBBIES_1,1139
7171,2014-10-08,CA,HOBBIES_1,1268
7172,2014-10-09,CA,HOBBIES_1,1223
7173,2014-10-10,CA,HOBBIES_1,1484
7174,2014-10-11,CA,HOBBIES_1,1784
7175,2014-10-12,CA,HOBBIES_1,1551
7176,2014-10-13,CA,HOBBIES_1,1301
7177,2014-10-14,CA,HOBBIES_1,1258
7178,2014-10-15,CA,HOBBIES_1,1466
7179,2014-10-16,CA,HOBBIES_1,1168
7180,2014-10-17,CA,HOBBIES_1,1514
7181,2014-10-18,CA,HOBBIES_1,1842
7182,2014-10-19,CA,HOBBIES_1,1408
7183,2014-10-20,CA,HOBBIES_1,1339
7184,2014-10-21,CA,HOBBIES_1,1490
7185,2014-10-22,CA,HOBBIES_1,1218
7186,2014-10-23,CA,HOBBIES_1,1241
7187,2014-10-24,CA,HOBBIES_1,1381
7188,2014-10-25,CA,HOBBIES_1,1811
7189,2014-10-26,CA,HOBBIES_1,1561
7190,2014-10-27,CA,HOBBIES_1,1399
7191,2014-10-28,CA,HOBBIES_1,1368
7192,2014-10-29,CA,HOBBIES_1,1244
7193,2014-10-30,CA,HOBBIES_1,1362
7194,2014-10-31,CA,HOBBIES_1,1247
7195,2014-11-01,CA,HOBBIES_1,2154
7196,2014-11-02,CA,HOBBIES_1,1629
7197,2014-11-03,CA,HOBBIES_1,1662
7198,2014-11-04,CA,HOBBIES_1,1409
7199,2014-11-05,CA,HOBBIES_1,1160
7200,2014-11-06,CA,HOBBIES_1,1382
7201,2014-11-07,CA,HOBBIES_1,1592
7202,2014-11-08,CA,HOBBIES_1,1737
7203,2014-11-09,CA,HOBBIES_1,1623
7204,2014-11-10,CA,HOBBIES_1,1182
7205,2014-11-11,CA,HOBBIES_1,1547
7206,2014-11-12,CA,HOBBIES_1,1211
7207,2014-11-13,CA,HOBBIES_1,1171
7208,2014-11-14,CA,HOBBIES_1,1412
7209,2014-11-15,CA,HOBBIES_1,1820
7210,2014-11-16,CA,HOBBIES_1,1636
7211,2014-11-17,CA,HOBBIES_1,1324
7212,2014-11-18,CA,HOBBIES_1,1213
7213,2014-11-19,CA,HOBBIES_1,1356
7214,2014-11-20,CA,HOBBIES_1,1202
7215,2014-11-21,CA,HOBBIES_1,1709
7216,2014-11-22,CA,HOBBIES_1,1822
7217,2014-11-23,CA,HOBBIES_1,1568
7218,2014-11-24,CA,HOBBIES_1,1298
7219,2014-11-25,CA,HOBBIES_1,1712
7220,2014-11-26,CA,HOBBIES_1,1456
7221,2014-11-27,CA,HOBBIES_1,581
7222,2014-11-28,CA,HOBBIES_1,987
7223,2014-11-29,CA,HOBBIES_1,1609
7224,2014-11-30,CA,HOBBIES_1,1350
7225,2014-12-01,CA,HOBBIES_1,1809
7226,2014-12-02,CA,HOBBIES_1,1379
7227,2014-12-03,CA,HOBBIES_1,1355
7228,2014-12-04,CA,HOBBIES_1,1512
7229,2014-12-05,CA,HOBBIES_1,1409
7230,2014-12-06,CA,HOBBIES_1,2055
7231,2014-12-07,CA,HOBBIES_1,1630
7232,2014-12-08,CA,HOBBIES_1,1232
7233,2014-12-09,CA,HOBBIES_1,1516
7234,2014-12-10,CA,HOBBIES_1,1627
7235,2014-12-11,CA,HOBBIES_1,694
7236,2014-12-12,CA,HOBBIES_1,1378
7237,2014-12-13,CA,HOBBIES_1,1791
7238,2014-12-14,CA,HOBBIES_1,1699
7239,2014-12-15,CA,HOBBIES_1,1212
7240,2014-12-16,CA,HOBBIES_1,1435
7241,2014-12-17,CA,HOBBIES_1,1238
7242,2014-12-18,CA,HOBBIES_1,1387
7243,2014-12-19,CA,HOBBIES_1,1404
7244,2014-12-20,CA,HOBBIES_1,1938
7245,2014-12-21,CA,HOBBIES_1,1736
7246,2014-12-22,CA,HOBBIES_1,1619
7247,2014-12-23,CA,HOBBIES_1,1590
7248,2014-12-24,CA,HOBBIES_1,1115
7249,2014-12-25,CA,HOBBIES_1,0
7250,2014-12-26,CA,HOBBIES_1,1404
7251,2014-12-27,CA,HOBBIES_1,1570
7252,2014-12-28,CA,HOBBIES_1,1508
7253,2014-12-29,CA,HOBBIES_1,1533
7254,2014-12-30,CA,HOBBIES_1,1231
7255,2014-12-31,CA,HOBBIES_1,1350
7256,2015-01-01,CA,HOBBIES_1,1203
7257,2015-01-02,CA,HOBBIES_1,1959
7258,2015-01-03,CA,HOBBIES_1,1600
7259,2015-01-04,CA,HOBBIES_1,1650
7260,2015-01-05,CA,HOBBIES_1,1529
7261,2015-01-06,CA,HOBBIES_1,1244
7262,2015-01-07,CA,HOBBIES_1,1127
7263,2015-01-08,CA,HOBBIES_1,1255
7264,2015-01-09,CA,HOBBIES_1,1444
7265,2015-01-10,CA,HOBBIES_1,1944
7266,2015-01-11,CA,HOBBIES_1,1556
7267,2015-01-12,CA,HOBBIES_1,1442
7268,2015-01-13,CA,HOBBIES_1,1322
7269,2015-01-14,CA,HOBBIES_1,1238
7270,2015-01-15,CA,HOBBIES_1,1328
7271,2015-01-16,CA,HOBBIES_1,1536
7272,2015-01-17,CA,HOBBIES_1,1865
7273,2015-01-18,CA,HOBBIES_1,1596
7274,2015-01-19,CA,HOBBIES_1,1632
7275,2015-01-20,CA,HOBBIES_1,1276
7276,2015-01-21,CA,HOBBIES_1,1284
7277,2015-01-22,CA,HOBBIES_1,1195
7278,2015-01-23,CA,HOBBIES_1,1507
7279,2015-01-24,CA,HOBBIES_1,1781
7280,2015-01-25,CA,HOBBIES_1,1783
7281,2015-01-26,CA,HOBBIES_1,1412
7282,2015-01-27,CA,HOBBIES_1,1278
7283,2015-01-28,CA,HOBBIES_1,1279
7284,2015-01-29,CA,HOBBIES_1,1444
7285,2015-01-30,CA,HOBBIES_1,1649
7286,2015-01-31,CA,HOBBIES_1,2222
7287,2015-02-01,CA,HOBBIES_1,1811
7288,2015-02-02,CA,HOBBIES_1,1403
7289,2015-02-03,CA,HOBBIES_1,1621
7290,2015-02-04,CA,HOBBIES_1,1369
